"year","month","latitude","longitude","terrain","seals","min_ice","max_ice"
1998,1,-70.632,-9.367,"ice shelf",0,0,0
1998,1,-70.627,-9.375,"sea ice",0,10,30
1998,1,-70.598,-9.421,"sea ice",1,60,80
1998,1,-70.595,-9.427,"sea ice",1,60,80
1998,1,-70.593,-9.43,"sea ice",1,60,80
1998,1,-70.572,-9.465,"sea ice",1,60,80
1998,1,-70.424,-9.711,"sea ice",1,40,60
1998,1,-70.37,-9.796,"sea ice",1,50,70
1998,1,-70.348,-9.832,"sea ice",1,50,70
1998,1,-70.345,-9.839,"sea ice",1,50,70
1998,1,-70.32,-9.88,"sea ice",1,50,70
1998,1,-70.043,-10.317,"sea ice",1,50,70
1998,1,-70.015,-10.362,"sea ice",1,50,70
1998,1,-70.003,-10.38,"sea ice",1,50,70
1998,1,-69.992,-10.398,"sea ice",1,50,70
1998,1,-69.992,-10.398,"sea ice",1,50,70
1998,1,-69.941,-10.484,"sea ice",1,50,70
1998,1,-69.938,-10.489,"sea ice",1,50,70
1998,1,-69.868,-10.601,"sea ice",1,50,70
1998,1,-69.841,-10.642,"sea ice",1,50,70
1998,1,-69.827,-10.662,"sea ice",1,50,70
1998,1,-69.788,-10.721,"sea ice",1,50,70
1998,1,-69.708,-10.842,"sea ice",0,0,0
1998,1,-68.243,-12.856,"open water",0,0,0
1998,1,-68.242,-12.856,"open water",0,0,0
1998,1,-68.791,-12.358,"sea ice",0,0,10
1998,1,-69.034,-12.032,"sea ice",1,30,50
1998,1,-69.05,-12.009,"sea ice",1,30,50
1998,1,-69.318,-11.627,"sea ice",1,10,30
1998,1,-69.508,-11.352,"sea ice",1,20,40
1998,1,-69.545,-11.298,"sea ice",1,50,70
1998,1,-69.548,-11.292,"sea ice",1,50,70
1998,1,-69.595,-11.22,"sea ice",1,60,80
1998,1,-69.632,-11.168,"sea ice",3,60,80
1998,1,-69.671,-11.112,"sea ice",1,10,30
1998,1,-70.005,-10.61,"sea ice",0,10,30
1998,1,-70.242,-10.242,"sea ice",1,10,30
1998,1,-70.38,-10.033,"sea ice",1,10,30
1998,1,-70.418,-9.969,"sea ice",1,10,30
1998,1,-70.522,-9.808,"sea ice",2,10,30
1998,1,-70.54,-9.779,"sea ice",1,20,40
1998,1,-70.676,-9.555,"open water",0,0,0
1998,1,-70.727,-9.468,"ice shelf",0,0,0
1998,1,-70.738,-9.695,"ice shelf",0,0,0
1998,1,-70.67,-9.817,"sea ice",0,0,20
1998,1,-70.503,-10.065,"sea ice",1,30,60
1998,1,-70.348,-10.33,"sea ice",1,30,60
1998,1,-70.281,-10.425,"sea ice",1,30,60
1998,1,-70.267,-10.448,"sea ice",1,30,60
1998,1,-70.178,-10.595,"sea ice",1,40,70
1998,1,-70.07,-10.761,"sea ice",1,40,70
1998,1,-69.996,-10.869,"sea ice",0,20,30
1998,1,-70.909,-9.889,"ice shelf",0,0,0
1998,1,-70.583,-10.439,"sea ice",0,10,20
1998,1,-70.523,-10.531,"sea ice",3,10,20
1998,1,-70.358,-10.788,"sea ice",1,10,30
1998,1,-70.097,-11.188,"sea ice",1,10,30
1998,1,-70.063,-11.236,"sea ice",1,20,40
1998,1,-69.97,-11.381,"sea ice",1,40,60
1998,1,-69.91,-11.474,"sea ice",1,40,60
1998,1,-69.894,-11.499,"sea ice",0,10,30
1998,1,-70.537,-8.593,"ice shelf",0,0,0
1998,1,-70.537,-8.595,"sea ice",0,0,10
1998,1,-70.6,-9.849,"sea ice",1,0,10
1998,1,-70.656,-9.737,"sea ice",1,0,10
1998,1,-70.709,-9.637,"ice shelf",0,0,0
1998,1,-70.982,-10.87,"ice shelf",0,0,0
1998,1,-70.96,-10.897,"sea ice",1,10,30
1998,1,-70.922,-10.946,"sea ice",1,10,30
1998,1,-70.096,-12.212,"sea ice",0,0,10
1998,1,-68.878,-13.844,"open water",0,0,0
1998,1,-69.162,-13.714,"sea ice",0,0,10
1998,1,-69.386,-13.419,"sea ice",0,10,20
1998,1,-69.633,-13.094,"sea ice",1,10,20
1998,1,-69.8,-12.864,"sea ice",1,10,30
1998,1,-69.823,-12.833,"sea ice",2,10,30
1998,1,-69.833,-12.818,"sea ice",1,50,70
1998,1,-69.834,-12.817,"sea ice",1,50,70
1998,1,-69.84,-12.809,"sea ice",1,70,80
1998,1,-69.854,-12.787,"sea ice",1,70,80
1998,1,-69.86,-12.779,"sea ice",1,70,80
1998,1,-69.898,-12.729,"sea ice",1,70,80
1998,1,-69.916,-12.706,"sea ice",1,70,80
1998,1,-69.921,-12.7,"sea ice",1,70,80
1998,1,-69.95,-12.66,"sea ice",1,70,80
1998,1,-69.959,-12.648,"sea ice",1,70,80
1998,1,-69.959,-12.647,"sea ice",1,70,80
1998,1,-69.99,-12.604,"sea ice",0,10,20
1998,1,-70.127,-12.414,"sea ice",1,20,30
1998,1,-70.334,-12.117,"sea ice",1,20,30
1998,1,-70.398,-12.027,"sea ice",1,20,30
1998,1,-70.962,-11.172,"sea ice",1,10,20
1998,1,-71.009,-11.101,"ice shelf",0,0,0
1998,1,-71.238,-11.457,"ice shelf",0,0,0
1998,1,-71.193,-11.539,"sea ice",1,40,60
1998,1,-71.187,-11.55,"sea ice",1,40,60
1998,1,-71.178,-11.565,"sea ice",1,40,60
1998,1,-71.136,-11.633,"sea ice",1,40,60
1998,1,-71.136,-11.635,"sea ice",1,40,60
1998,1,-71.126,-11.65,"sea ice",1,40,60
1998,1,-71.121,-11.657,"sea ice",1,40,60
1998,1,-71.117,-11.663,"sea ice",1,40,60
1998,1,-71.112,-11.67,"sea ice",3,60,70
1998,1,-71.11,-11.674,"sea ice",1,60,70
1998,1,-71.105,-11.68,"sea ice",2,60,70
1998,1,-71.1,-11.687,"sea ice",2,60,70
